loan_id,amount,interest_rate,term_months,zone,origination_date,price_appreciation_rate,formalization_status,rbi_rate_at_origination
LN103982,11625908,7.9,300,Mumbai Suburbs,2016-04-15,0.1261,Formal,6.73
LN103983,13613997,8.32,360,Mumbai Suburbs,2022-06-01,0.0624,Formal,4.19
LN103984,17136571,9.23,180,South Mumbai,2018-09-24,0.0691,Informal,5.12
LN103985,5230207,7.69,360,Mumbai Suburbs,2021-03-04,0.0894,Informal,5.86
LN103986,6446441,7.13,240,Mumbai Suburbs,2019-06-30,0.0937,Informal,4.21
LN103987,2998173,8.55,300,Mumbai Suburbs,2021-01-14,0.1073,Formal,6.39
LN103988,6858204,8.83,300,Navi Mumbai,2021-06-17,0.0214,Formal,5.35
LN103989,12961866,8.99,180,South Mumbai,2022-10-14,0.0637,Formal,5.39
LN103990,2490017,9.59,240,Mumbai Suburbs,2017-05-08,0.0977,Formal,4.93
LN103991,4102641,7.8,360,Mumbai Suburbs,2022-12-16,0.028,Informal,5.17
LN103992,10258054,6.76,180,Navi Mumbai,2021-10-12,0.0038,Formal,7.02
LN103993,18418809,9.85,300,Navi Mumbai,2016-01-02,0.0154,Formal,6.76
LN103994,13039969,8.02,360,Mumbai Suburbs,2018-01-13,0.0563,Formal,7.28
LN103995,2534227,8.68,180,Navi Mumbai,2016-10-19,0.1206,Formal,6.45
LN103996,3297905,8.83,360,Mumbai Suburbs,2016-07-16,0.0147,Formal,6.02
LN103997,13615013,8.41,360,South Mumbai,2015-06-18,0.025,Informal,4.91
LN103998,15725683,7.22,180,Mumbai Suburbs,2020-03-28,0.0449,Formal,6.33
LN103999,5109070,9.14,360,South Mumbai,2016-12-07,0.0302,Formal,7.17
LN104000,19583426,9.31,360,Mumbai Suburbs,2022-02-14,0.0248,Formal,4.24
LN104001,4989284,8.44,240,Navi Mumbai,2017-09-04,0,Formal,5.55
LN104002,7356605,8.21,240,Mumbai Suburbs,2022-10-09,0.0442,Formal,4.52
LN104003,9415224,6.9,300,South Mumbai,2019-11-06,0.1188,Formal,6.84
LN104004,10622823,6.79,240,South Mumbai,2020-09-08,0.0766,Formal,6.15
LN104005,4838187,7.69,180,South Mumbai,2019-07-31,0.0953,Formal,7.08
LN104006,7091111,7.59,360,South Mumbai,2018-05-02,0.0419,Informal,4.22
LN104007,18815434,9.84,300,South Mumbai,2021-02-27,0.0347,Formal,7.17
LN104008,11773383,9.24,240,Mumbai Suburbs,2017-01-11,0.0756,Formal,4.24
LN104009,5109404,8.81,360,Mumbai Suburbs,2018-08-29,0.0625,Formal,5.01
LN104010,17137264,8.31,180,Mumbai Suburbs,2020-01-06,0.0583,Informal,4.55
LN104011,10166243,7.09,360,South Mumbai,2018-11-18,0.1103,Formal,4.51
LN104012,10101948,9.92,180,Mumbai Suburbs,2017-07-01,0.0358,Formal,4.6
LN104013,1278495,7.81,360,South Mumbai,2015-04-16,0.0317,Formal,5.68
LN104014,19623573,6.87,300,South Mumbai,2017-03-16,0.0855,Formal,6.75
LN104015,15456145,8.23,300,Mumbai Suburbs,2022-10-25,0.0815,Formal,7.14
LN104016,11110807,9.56,240,South Mumbai,2019-01-19,0.0287,Formal,5.98
LN104017,1700033,9.61,240,Mumbai Suburbs,2020-03-17,0.0624,Formal,4.55
LN104018,6107742,6.54,360,Navi Mumbai,2015-01-17,0.0062,Informal,4.28
LN104019,16249418,9.6,360,Mumbai Suburbs,2021-10-31,0.0689,Informal,5.73
LN104020,4901403,7.45,240,Mumbai Suburbs,2019-10-10,0.046,Informal,6.68
LN104021,1134445,6.64,240,South Mumbai,2019-01-27,0.0526,Informal,6.17
LN104022,19622916,9.47,360,Navi Mumbai,2020-12-07,0.0258,Formal,6.04
LN104023,9304831,9.52,360,South Mumbai,2017-03-14,0.0958,Formal,4.17
LN104024,12055589,8.59,360,South Mumbai,2022-08-25,0.0679,Formal,5.44
LN104025,15833901,8.51,300,South Mumbai,2016-11-06,0.0898,Formal,5.93
LN104026,14490091,9.35,180,Mumbai Suburbs,2017-08-02,0.0569,Formal,6.09
LN104027,1871535,9.25,180,Mumbai Suburbs,2021-11-15,0.0957,Informal,4.02
LN104028,11172219,9.62,240,Navi Mumbai,2021-05-27,0.004,Formal,4.7
LN104029,15857661,8.43,300,Mumbai Suburbs,2022-12-04,0.0602,Formal,7.32
LN104030,2742166,9.89,360,Mumbai Suburbs,2019-09-16,0.0959,Formal,5.78
LN104031,18812624,9.99,360,Mumbai Suburbs,2015-06-13,0.0006,Formal,6.46
LN104032,19238528,6.91,240,Mumbai Suburbs,2017-02-10,0.0639,Informal,5.08
LN104033,8627742,9.47,240,Navi Mumbai,2018-10-24,0.0773,Formal,6.05
LN104034,9885048,8.25,300,Mumbai Suburbs,2020-10-28,0.0485,Informal,5.25
LN104035,19249142,7.86,180,Mumbai Suburbs,2015-01-04,0.0898,Formal,5.04
LN104036,10840745,8.65,180,Mumbai Suburbs,2019-07-17,0.0901,Informal,5.44
LN104037,3873524,6.7,360,Mumbai Suburbs,2018-10-21,0.0415,Formal,5.61
LN104038,14855509,8.27,240,South Mumbai,2018-09-07,0.0484,Formal,5.16
LN104039,15226520,9.55,300,South Mumbai,2016-03-20,0.0252,Informal,4.9
LN104040,18072815,7.25,360,Mumbai Suburbs,2018-09-30,0.0695,Formal,6.18
LN104041,2557009,7.99,180,Navi Mumbai,2022-02-10,0.0661,Formal,5.33
LN104042,14528434,9.79,180,Mumbai Suburbs,2020-09-25,0.0601,Formal,4.71
LN104043,16512487,8,300,Navi Mumbai,2020-03-03,0.063,Formal,6.65
LN104044,1597904,7.75,360,South Mumbai,2016-10-11,0.0343,Formal,6.53
LN104045,13146062,8.04,300,Mumbai Suburbs,2020-11-03,0.0171,Formal,7.1
LN104046,17894057,8.32,360,Mumbai Suburbs,2021-08-10,0.0733,Formal,5.94
LN104047,6907726,8.71,180,Navi Mumbai,2020-09-27,0.0541,Informal,4.98
LN104048,6826038,9.3,240,South Mumbai,2022-11-01,0.0291,Informal,7.02
LN104049,18912486,8.08,240,Mumbai Suburbs,2020-01-08,0.0382,Formal,4.98
LN104050,1237068,9.36,180,South Mumbai,2016-07-20,0.0876,Informal,6.29
LN104051,13537895,8.37,240,Mumbai Suburbs,2015-08-26,0.0858,Formal,4.67
LN104052,19381459,7.68,240,Navi Mumbai,2021-01-10,0.0799,Formal,6.2
LN104053,1851161,8.8,360,Mumbai Suburbs,2019-04-22,0.0588,Informal,6.94
LN104054,10093964,9.01,300,Navi Mumbai,2021-08-16,0.0395,Formal,5.89
LN104055,2638846,8.45,360,Navi Mumbai,2016-02-29,0.0997,Formal,5.65
LN104056,10848018,6.7,300,South Mumbai,2016-12-13,0.0503,Informal,7.48
LN104057,8870907,7.09,300,Mumbai Suburbs,2021-09-02,0.0681,Informal,4.08
LN104058,9713542,7.5,240,South Mumbai,2021-01-12,0.0345,Formal,5.16
LN104059,2802466,7.49,300,South Mumbai,2022-07-28,0.0529,Formal,7.22
LN104060,13210223,8.86,300,Mumbai Suburbs,2021-09-09,0,Formal,6.25
LN104061,3382865,6.56,180,Mumbai Suburbs,2017-02-08,0.0411,Formal,5.9
LN104062,1464310,9.14,300,Mumbai Suburbs,2021-08-12,0.0143,Informal,6.23
LN104063,14821734,7.43,180,South Mumbai,2020-07-14,0.0665,Informal,5.13
LN104064,4714755,7.59,360,Navi Mumbai,2019-08-27,0.0421,Informal,4.25
LN104065,9945850,8.35,240,Mumbai Suburbs,2017-02-16,0.051,Informal,4.96
LN104066,5303677,7.26,300,South Mumbai,2017-04-09,0.1239,Formal,5.18
LN104067,5753292,9.6,180,Mumbai Suburbs,2021-09-03,0.0294,Formal,5.68
LN104068,16533284,6.8,360,South Mumbai,2015-11-28,0.0637,Formal,5.38
LN104069,11032517,8.06,360,Mumbai Suburbs,2020-08-25,0.0666,Formal,5.82
LN104070,9009292,9.47,360,Mumbai Suburbs,2021-05-30,0.0315,Formal,4.69
LN104071,6108728,8.66,180,Mumbai Suburbs,2015-12-24,0.0931,Formal,4.64
LN104072,11387725,7.52,180,South Mumbai,2021-10-21,0.1094,Formal,5.23
LN104073,18696350,7.97,240,Mumbai Suburbs,2017-09-28,0.096,Informal,5.66
LN104074,19633013,8.97,300,South Mumbai,2021-03-30,0.0314,Formal,5.2
LN104075,15019715,9.91,360,Mumbai Suburbs,2022-09-14,0.0389,Informal,6.02
LN104076,7379515,9.63,240,South Mumbai,2019-02-14,0,Formal,5.09
LN104077,12318343,7.7,180,Mumbai Suburbs,2018-10-22,0.0545,Informal,4.62
LN104078,3570725,9.99,240,South Mumbai,2015-01-01,0.0567,Formal,7.02
LN104079,3426277,6.51,360,Mumbai Suburbs,2018-11-21,0.0834,Informal,4.7
LN104080,14490295,6.6,360,Mumbai Suburbs,2018-01-03,0.1129,Formal,7.38
LN104081,6324852,9.38,240,South Mumbai,2020-04-15,0.0222,Formal,7.46
LN104082,12589058,7.2,360,South Mumbai,2020-09-30,0.0642,Formal,6.44
LN104083,14530348,6.71,180,Mumbai Suburbs,2019-04-03,0.0532,Formal,5.76
LN104084,2317621,7.33,360,South Mumbai,2020-12-04,0.0555,Informal,6.78
LN104085,10828959,7.99,300,Mumbai Suburbs,2015-01-03,0.1069,Informal,7.06
LN104086,6053127,9.06,300,Mumbai Suburbs,2018-02-05,0.0629,Formal,6.48
LN104087,18516790,8.69,360,Mumbai Suburbs,2015-11-10,0.0765,Formal,4.36
LN104088,5071495,7.33,240,Navi Mumbai,2019-08-28,0.0742,Informal,4.01
LN104089,18102653,8.26,360,Mumbai Suburbs,2019-07-15,0.0665,Formal,4.67
LN104090,11205368,9.74,300,Mumbai Suburbs,2016-09-18,0.037,Formal,4.66
LN104091,19868229,9.35,180,Mumbai Suburbs,2021-03-12,0.1162,Formal,4.64
LN104092,13019231,7.63,300,Navi Mumbai,2022-04-04,0.059,Formal,5.78
LN104093,4681890,9.94,360,South Mumbai,2015-06-24,0.0759,Formal,5.82
LN104094,6991305,8.98,360,Navi Mumbai,2017-05-09,0.0676,Formal,6.53
LN104095,1872834,6.72,240,Navi Mumbai,2021-09-25,0,Formal,4.71
LN104096,15431999,6.62,360,Mumbai Suburbs,2022-12-26,0.0287,Formal,4.32
LN104097,5637370,7.09,360,Mumbai Suburbs,2019-01-13,0.0634,Formal,6.33
LN104098,7626379,9.05,180,Navi Mumbai,2020-02-06,0.0345,Informal,5.69
LN104099,10008304,7.14,180,Mumbai Suburbs,2016-11-21,0.0721,Formal,6.33
LN104100,13460858,8.29,180,Mumbai Suburbs,2022-09-21,0.0327,Formal,5.33
LN104101,6887774,6.83,240,Mumbai Suburbs,2019-08-04,0.0605,Informal,6.63
LN104102,13501340,9.72,240,Mumbai Suburbs,2020-11-26,0.0088,Formal,6.39
LN104103,8352132,7.7,300,South Mumbai,2022-11-30,0.0851,Informal,6.28
LN104104,14950653,9.68,240,Mumbai Suburbs,2019-02-19,0.0735,Informal,4.1
LN104105,18809715,9.81,180,Mumbai Suburbs,2016-07-21,0.0749,Informal,7
LN104106,4820888,6.52,240,Navi Mumbai,2016-12-02,0.0573,Formal,5.32
LN104107,8730302,8.12,360,Mumbai Suburbs,2021-04-05,0.0391,Formal,4.47
LN104108,8534504,6.59,240,Navi Mumbai,2022-02-25,0.1073,Informal,6.64
LN104109,12364638,9.68,360,Mumbai Suburbs,2022-12-10,0.11,Formal,5.7
LN104110,13865918,8.31,300,Mumbai Suburbs,2020-11-04,0.0579,Formal,4.11
LN104111,8199107,6.76,360,South Mumbai,2019-02-07,0.0429,Formal,6.74
LN104112,3806284,6.89,180,Mumbai Suburbs,2017-08-27,0.0081,Informal,5.52
LN104113,15953086,7.84,300,Navi Mumbai,2019-03-25,0.0668,Formal,6.64
LN104114,16171185,9.79,300,South Mumbai,2022-05-21,0.0399,Formal,6.64
LN104115,11002707,8.93,300,Navi Mumbai,2016-12-25,0.0456,Formal,4.35
LN104116,7572531,9.54,180,South Mumbai,2015-09-21,0.0889,Formal,6.15
LN104117,2141452,7.78,360,South Mumbai,2020-05-05,0.0311,Formal,5.26
LN104118,16509429,6.65,300,South Mumbai,2018-07-29,0.1176,Formal,5.91
LN104119,19008012,9.91,180,Mumbai Suburbs,2022-09-30,0.0295,Formal,4.31
LN104120,1113936,6.56,300,South Mumbai,2021-01-05,0,Formal,6.06
LN104121,8539769,9.82,300,Mumbai Suburbs,2022-04-02,0.0403,Informal,6.72
LN104122,12638087,7.79,180,Mumbai Suburbs,2021-05-24,0.0707,Formal,7.45
LN104123,14702874,6.54,240,Mumbai Suburbs,2016-10-16,0.0641,Informal,5.12
LN104124,5280428,8.91,300,Mumbai Suburbs,2017-05-09,0.0655,Formal,4.54
LN104125,11301101,9.93,240,Mumbai Suburbs,2020-07-17,0.0517,Formal,5.28
LN104126,3433351,9.88,300,Navi Mumbai,2017-12-21,0.045,Informal,4.07
LN104127,19966279,7.06,240,Mumbai Suburbs,2018-09-09,0.0228,Informal,5.43
LN104128,12370810,7.13,360,South Mumbai,2019-05-30,0.0639,Formal,7.2
LN104129,17199129,8.48,240,Mumbai Suburbs,2019-09-26,0.0917,Formal,4.68
LN104130,10382586,8.73,240,Mumbai Suburbs,2017-07-19,0.0604,Formal,5.67
LN104131,18224460,9.09,240,Mumbai Suburbs,2019-11-25,0.0372,Formal,6
LN104132,12867608,7.13,240,Navi Mumbai,2016-01-24,0.0644,Formal,4.63
LN104133,13413953,9.86,360,Navi Mumbai,2022-01-02,0.1039,Formal,5.16
LN104134,12217653,8.74,180,South Mumbai,2016-08-27,0.0539,Informal,7.19
LN104135,2278673,9.46,240,Mumbai Suburbs,2021-02-09,0.0229,Formal,5.04
LN104136,14575056,8.39,180,Mumbai Suburbs,2017-03-11,0.0666,Formal,6.22
LN104137,5115741,7.95,300,Navi Mumbai,2017-10-19,0.0777,Formal,4.48
LN104138,17423519,9.92,180,Mumbai Suburbs,2015-10-28,0.086,Formal,6.34
LN104139,4457521,8.54,240,Mumbai Suburbs,2017-12-31,0.0809,Informal,4.98
LN104140,11843306,9.53,180,Navi Mumbai,2019-11-14,0.065,Informal,4.81
LN104141,6683860,9.84,360,Mumbai Suburbs,2020-07-17,0.035,Informal,4.43
LN104142,12889575,8.86,360,Mumbai Suburbs,2021-12-28,0.0305,Informal,4.16
LN104143,1767442,8.42,240,Navi Mumbai,2016-08-02,0.0499,Formal,7.39
LN104144,19707656,6.51,180,Navi Mumbai,2018-07-31,0.0785,Informal,5.45
LN104145,9768201,6.64,300,South Mumbai,2017-05-09,0.0405,Formal,6.72
LN104146,1494955,7.2,360,Mumbai Suburbs,2015-12-12,0.0453,Formal,7.22
LN104147,6478878,7.15,240,Mumbai Suburbs,2015-06-08,0.0334,Formal,4.71
LN104148,15465494,7.39,360,Navi Mumbai,2019-04-14,0.1068,Formal,7.04
LN104149,6679487,7.57,240,Navi Mumbai,2021-08-10,0.0533,Formal,6.48
LN104150,16726259,7.76,180,Mumbai Suburbs,2021-10-07,0.0801,Informal,6.02
LN104151,19403744,7.97,180,Mumbai Suburbs,2016-12-05,0.1074,Formal,6.83
LN104152,7096696,6.85,180,South Mumbai,2022-05-26,0.0314,Informal,4.39
LN104153,3914611,6.65,180,Mumbai Suburbs,2017-05-14,0.0828,Informal,4.92
LN104154,14928117,8.86,180,Mumbai Suburbs,2017-03-23,0.0572,Informal,4.46
LN104155,19085230,8.38,240,Mumbai Suburbs,2021-05-16,0.1022,Informal,7.14
LN104156,7589154,8.05,360,Mumbai Suburbs,2015-10-29,0.0362,Informal,4.35
LN104157,17037706,8.72,300,Mumbai Suburbs,2018-08-16,0.0664,Formal,7.43
LN104158,17004193,9.4,360,Navi Mumbai,2017-02-01,0.079,Formal,4.38
LN104159,14329672,8,180,South Mumbai,2021-04-09,0.0395,Informal,6.32
LN104160,1298783,8.74,360,Mumbai Suburbs,2016-10-10,0.0538,Informal,6.31
LN104161,12765518,9.84,360,Mumbai Suburbs,2019-12-08,0.0558,Informal,7.26
LN104162,10526221,9.44,240,Mumbai Suburbs,2017-07-14,0.0928,Informal,5.13
LN104163,4879928,7.99,300,Mumbai Suburbs,2021-12-12,0.1265,Formal,5.16
LN104164,8039879,8.76,300,South Mumbai,2021-04-21,0.1073,Informal,6.96
LN104165,3115226,7.12,180,South Mumbai,2019-05-14,0.1031,Informal,7.43
LN104166,7962365,8.46,240,South Mumbai,2022-01-31,0,Formal,4.11
LN104167,2340683,9.93,240,South Mumbai,2015-07-30,0.064,Formal,6.22
LN104168,6994602,8.31,240,Mumbai Suburbs,2015-02-03,0.0619,Informal,4.85
LN104169,7307517,9.75,240,South Mumbai,2015-07-31,0.084,Formal,6.55
LN104170,4597170,7.93,240,Mumbai Suburbs,2022-06-19,0.0168,Informal,6.7
LN104171,4305610,10,300,South Mumbai,2021-07-22,0.0818,Formal,6.67
LN104172,3088618,8.53,300,Mumbai Suburbs,2022-05-19,0,Formal,5.52
LN104173,14220702,6.65,360,Mumbai Suburbs,2020-05-07,0.0908,Formal,4.55
LN104174,11987935,8.55,300,Mumbai Suburbs,2016-07-18,0.0105,Formal,6.05
LN104175,8596537,7.46,240,Mumbai Suburbs,2019-07-20,0.0967,Formal,6.76
LN104176,15094164,6.61,360,Navi Mumbai,2022-11-01,0.0952,Formal,7.19
LN104177,16741873,9.37,300,South Mumbai,2020-03-17,0.05,Informal,5.58
LN104178,16163300,7.47,360,Mumbai Suburbs,2020-05-20,0.0732,Formal,4.86
LN104179,7119922,9.29,300,Mumbai Suburbs,2015-11-29,0.0599,Formal,4.42
LN104180,6575477,7.51,180,South Mumbai,2015-02-05,0.0156,Informal,6.79
LN104181,7919879,7.18,300,Mumbai Suburbs,2015-12-10,0.0769,Formal,5.87
LN104182,8759080,9.91,360,South Mumbai,2015-10-04,0.0956,Informal,6.36
LN104183,7662064,7.77,180,Navi Mumbai,2021-07-30,0.0503,Formal,4.56
LN104184,1217314,8.6,240,South Mumbai,2019-01-04,0.0792,Informal,4.02
LN104185,6728394,8.63,360,South Mumbai,2017-01-12,0.0337,Formal,7.39
LN104186,15834519,8.46,240,Mumbai Suburbs,2022-12-06,0.0875,Informal,6.84
LN104187,18525908,9.7,240,Mumbai Suburbs,2020-05-31,0.0603,Formal,5.4
LN104188,3382962,8.86,360,Mumbai Suburbs,2021-12-27,0.0596,Formal,5.6
LN104189,17344126,7.91,240,South Mumbai,2022-10-20,0.0741,Informal,7.25
LN104190,11465383,9.52,360,Navi Mumbai,2016-09-26,0.1059,Informal,4.73
LN104191,16107922,7.13,360,Navi Mumbai,2017-02-20,0.0758,Informal,6.81
LN104192,19391910,8.4,300,Mumbai Suburbs,2021-06-25,0.0275,Formal,4.06
LN104193,16214586,9.83,180,Mumbai Suburbs,2021-03-23,0.0385,Formal,7.06
LN104194,9970512,8.69,240,Mumbai Suburbs,2017-12-24,0.0578,Formal,6.06
LN104195,19722753,9.36,240,South Mumbai,2021-12-30,0.0749,Formal,5.67
LN104196,11429989,8.79,180,Mumbai Suburbs,2019-09-28,0.0251,Formal,6.47
LN104197,8941238,9.44,180,South Mumbai,2020-02-17,0.0705,Informal,4.24
LN104198,9772978,9.81,180,Navi Mumbai,2017-07-20,0.0867,Formal,4.68
LN104199,18296601,7.46,180,South Mumbai,2016-05-16,0.045,Formal,5.42
LN104200,2572138,7.09,180,Mumbai Suburbs,2022-05-02,0.1191,Formal,6.16
LN104201,17461475,8.19,300,South Mumbai,2021-12-03,0.0377,Informal,4.51
LN104202,11405945,8.96,360,Mumbai Suburbs,2022-04-01,0.066,Formal,5.33
LN104203,11712332,7.3,180,South Mumbai,2019-12-04,0,Formal,4.91
LN104204,11617139,6.51,300,Mumbai Suburbs,2015-07-02,0.0505,Informal,6.26
LN104205,18003472,7.7,180,South Mumbai,2019-01-27,0.0555,Formal,7.22
LN104206,14405288,9.89,180,Navi Mumbai,2019-04-14,0.0472,Formal,4.58
LN104207,14468899,8.93,240,Navi Mumbai,2019-08-16,0.0379,Formal,4.66
LN104208,18327458,7.9,240,Mumbai Suburbs,2022-08-10,0.0445,Formal,6.1
LN104209,8001837,7.17,240,South Mumbai,2021-02-09,0.079,Formal,5.59
LN104210,4497831,7.75,240,South Mumbai,2021-07-14,0.0025,Formal,6.51
LN104211,3848439,7.09,360,Navi Mumbai,2020-04-02,0.0042,Formal,5.01
LN104212,14898624,6.87,360,South Mumbai,2017-02-21,0.0453,Formal,5.91
LN104213,14109161,9.67,240,South Mumbai,2018-07-15,0.0563,Formal,5.35
LN104214,9333920,9.99,240,Mumbai Suburbs,2018-04-04,0.0365,Formal,4.98
LN104215,3021835,7.07,180,South Mumbai,2022-09-03,0.0619,Formal,6.55
LN104216,7427095,6.69,180,South Mumbai,2020-10-19,0.0786,Formal,6.79
LN104217,14651877,7.65,240,Mumbai Suburbs,2017-09-28,0.0894,Formal,5.15
LN104218,4531674,8.12,240,Mumbai Suburbs,2017-09-29,0.0997,Informal,6.18
LN104219,7282827,7.22,240,South Mumbai,2017-12-26,0.0203,Formal,4.63
LN104220,9739287,7.55,180,Mumbai Suburbs,2015-10-23,0.0369,Informal,6.77
LN104221,15887660,7.2,240,Mumbai Suburbs,2021-09-23,0.0337,Informal,4.98
LN104222,7021656,9.21,240,Mumbai Suburbs,2022-05-27,0.0903,Formal,4.6
LN104223,7519585,8.99,360,South Mumbai,2022-10-16,0.041,Informal,7.29
LN104224,9132162,8.72,360,Mumbai Suburbs,2022-07-19,0.0692,Formal,5.48
LN104225,10492989,7.86,180,Mumbai Suburbs,2021-11-14,0.0176,Formal,6.25
LN104226,6055769,9.68,360,Mumbai Suburbs,2015-12-14,0.0407,Informal,6.83
LN104227,17613311,9.89,180,South Mumbai,2021-09-28,0.0331,Formal,6.4
LN104228,18321242,7.11,300,South Mumbai,2016-01-31,0.0805,Formal,5.98
LN104229,4942863,7.28,240,Navi Mumbai,2019-07-11,0.0226,Formal,5.3
LN104230,13696688,8.34,180,Mumbai Suburbs,2018-06-01,0.1135,Informal,7.21
LN104231,7243490,6.82,360,Mumbai Suburbs,2016-01-17,0.0665,Formal,4.47
LN104232,7484427,8.03,300,Navi Mumbai,2020-11-16,0.0382,Informal,7.09
LN104233,18045665,8.54,360,Mumbai Suburbs,2022-12-06,0.0702,Formal,6.48
LN104234,8620958,8.33,180,Mumbai Suburbs,2016-08-31,0.0356,Formal,6
LN104235,13563926,7.66,300,South Mumbai,2019-11-02,0.0281,Formal,5.14
LN104236,6918806,8.4,360,Navi Mumbai,2016-03-28,0.0809,Formal,4.51
LN104237,9513199,9.86,300,Mumbai Suburbs,2019-01-27,0.1011,Informal,5.55
LN104238,16272118,7.22,240,Mumbai Suburbs,2016-11-21,0.0714,Formal,6.74
LN104239,11986741,8.79,240,Mumbai Suburbs,2022-09-22,0.0231,Formal,6.61
LN104240,14356632,6.65,300,Navi Mumbai,2015-07-16,0.0355,Formal,6.26
LN104241,14526593,6.73,360,Mumbai Suburbs,2020-11-07,0.1059,Formal,7.47
LN104242,12685762,8.43,360,South Mumbai,2018-09-14,0.0838,Formal,7.4
LN104243,10597076,6.87,360,Mumbai Suburbs,2018-07-23,0.0262,Informal,5.4
LN104244,2160152,6.58,240,Mumbai Suburbs,2018-11-01,0.0386,Informal,4.67
LN104245,17151379,7.1,180,South Mumbai,2017-08-29,0.0656,Formal,5.62
LN104246,13129712,8.48,180,Navi Mumbai,2017-09-15,0.0557,Formal,6.96
LN104247,10372275,8.96,300,South Mumbai,2015-03-22,0.1227,Informal,5.6
LN104248,12611861,7.21,360,Mumbai Suburbs,2022-06-07,0.0381,Formal,5.18
LN104249,7305236,8.84,300,Mumbai Suburbs,2020-10-25,0.078,Formal,6.59
LN104250,3365885,7.14,180,Mumbai Suburbs,2019-09-17,0.0689,Formal,6.28
LN104251,7195196,8.65,180,Mumbai Suburbs,2021-11-27,0.0102,Formal,7.39
LN104252,1880096,7.94,360,Navi Mumbai,2016-09-07,0,Formal,5.92
LN104253,11589948,8.79,300,Mumbai Suburbs,2017-03-03,0.0485,Formal,7.39
LN104254,3714766,9.98,360,South Mumbai,2020-12-19,0.0726,Informal,5.02
LN104255,14172985,9.78,180,Mumbai Suburbs,2022-03-26,0.1077,Formal,7.03
LN104256,19369389,6.51,180,South Mumbai,2022-01-29,0.0365,Formal,5.23
LN104257,11015667,9.6,360,South Mumbai,2016-11-15,0.0742,Formal,6.83
LN104258,18851693,6.73,300,South Mumbai,2015-12-15,0.0513,Formal,7.24
LN104259,2473300,9.84,240,South Mumbai,2015-08-20,0.1118,Informal,6.18
LN104260,16329349,7.49,360,Mumbai Suburbs,2020-09-05,0.0588,Informal,6.55
LN104261,18074800,7.84,180,Mumbai Suburbs,2022-05-17,0.0468,Formal,7.36
LN104262,1892015,6.82,240,South Mumbai,2017-03-19,0.0651,Formal,5.31
LN104263,11356675,6.89,360,Mumbai Suburbs,2022-09-14,0.0658,Formal,5.79
LN104264,15139482,9.04,240,South Mumbai,2016-03-05,0.1019,Informal,7.14
LN104265,9020497,9.81,360,Navi Mumbai,2016-04-18,0.0602,Informal,6.35
LN104266,19428564,8.64,180,Mumbai Suburbs,2015-06-28,0.0729,Formal,7.06
LN104267,3871259,9.01,360,South Mumbai,2016-01-16,0.0104,Informal,6.16
LN104268,18631957,9.17,240,Navi Mumbai,2015-03-19,0.0253,Formal,6.59
LN104269,4352214,7.42,300,Mumbai Suburbs,2017-01-18,0.0487,Formal,4.05
LN104270,19800831,6.66,180,Mumbai Suburbs,2016-04-15,0.0631,Formal,5.19
LN104271,5644081,6.51,180,South Mumbai,2020-01-08,0.0371,Formal,6.7
LN104272,13878832,7.73,240,Mumbai Suburbs,2022-12-01,0.0685,Formal,5.41
LN104273,17912586,7.35,360,Mumbai Suburbs,2018-02-23,0.0443,Formal,5.27
LN104274,18633852,6.72,360,South Mumbai,2016-10-18,0.1109,Formal,7.33
LN104275,13421124,7.13,360,South Mumbai,2017-07-26,0.0538,Informal,5.93
LN104276,14074742,6.94,180,Mumbai Suburbs,2019-10-19,0.0729,Informal,4.67
LN104277,10304612,9.7,180,South Mumbai,2020-11-20,0.0535,Informal,5.65
LN104278,7535223,6.99,240,South Mumbai,2016-07-17,0.0572,Formal,5.82
LN104279,18204460,8.38,360,Mumbai Suburbs,2017-04-24,0.0764,Formal,7.46
LN104280,17142172,8.58,360,Navi Mumbai,2021-04-26,0.0641,Formal,6.51
LN104281,5713199,8.4,240,South Mumbai,2017-09-12,0.0443,Formal,5.82
LN104282,10664001,6.85,180,South Mumbai,2016-03-07,0.0701,Formal,5.51
LN104283,19866535,7.62,180,Navi Mumbai,2019-06-04,0.0552,Formal,7.2
LN104284,6125819,6.68,300,South Mumbai,2017-01-31,0.0775,Formal,6.26
LN104285,11598429,7.88,300,Mumbai Suburbs,2020-05-06,0.0944,Informal,5.25
LN104286,18569546,7.16,360,Navi Mumbai,2022-02-09,0.0898,Formal,5.63
LN104287,5474843,8.47,180,Navi Mumbai,2020-04-15,0.0281,Formal,4.97
LN104288,19520171,8.92,360,South Mumbai,2020-12-03,0,Formal,7.36
LN104289,8312203,8.36,180,Mumbai Suburbs,2015-02-21,0.1277,Informal,6.46
LN104290,3786905,8.02,300,South Mumbai,2017-09-15,0.0757,Formal,5.37
LN104291,2845964,7.86,240,Navi Mumbai,2022-10-23,0.0713,Formal,4.64
LN104292,4503548,9.45,180,Navi Mumbai,2015-01-02,0.0386,Formal,4.62
LN104293,18423228,7.27,300,South Mumbai,2017-10-03,0,Formal,5.67
LN104294,8185115,9.07,300,Mumbai Suburbs,2022-06-15,0,Formal,5.64
LN104295,8981512,9.15,180,Navi Mumbai,2020-07-28,0.0499,Informal,5.46
LN104296,3269798,7.97,360,South Mumbai,2020-10-26,0.0646,Formal,6.98
LN104297,5181726,7.54,180,South Mumbai,2018-04-28,0.1106,Formal,7.43
